urlsave,probcharg,kilowatt,connector,usernames,usercars,dates,comments
https://www.plugshare.com/location/117,Blocked By Vehicle, Kilowatts,J-1772,Matthew Woodard,Hyundai Ioniq 6 2024,"Aug 30, 2024","Aug 30, 2024check_circlecancelaccess_timeinfoMatthew Woodard solarpowerHyundai Ioniq 6 2024Blocked By Vehicle J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,In Use, Kilowatts,J-1772,Matthew Woodard,Hyundai Ioniq 6 2024,"Jul 24, 2024","Jul 24, 2024check_circlecancelaccess_timeinfoMatthew Woodard solarpowerHyundai Ioniq 6 2024In Use J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,David Fawcett,Ford C-MAX Energi,"May 22, 2024","May 22, 2024check_circlecancelaccess_timeinfoDavid Fawcett solarpowerFord C-MAX Energi J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,David Fawcett,Ford C-MAX Energi,"May 22, 2024","May 22, 2024check_circlecancelaccess_timeinfoDavid Fawcett solarpowerFord C-MAX Energi J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"",6 Kilowatts,J-1772,GDon,Nissan LEAF 2019,"Mar 3, 2024","Mar 3, 2024check_circlecancelaccess_timeinfoGDon solarpowerNissan LEAF 2019 J-1772  Volts  Amps 6 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,Perezzi,Nissan LEAF 2010,"Feb 24, 2024","Feb 24, 2024check_circlecancelaccess_timeinfoPerezzi solarpowerNissan LEAF 2010 J-1772  Volts  Amps  Kilowatts Gas vehicles are constantly parked here, even though there are other spots open. It’s exhausting and people take very long in the store. It’s an accessibility issue and needs to be addressed.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"",6 Kilowatts,J-1772,Ricky,Tesla Model 3,"Nov 26, 2023","Nov 26, 2023check_circlecancelaccess_timeinfoRicky solarpowerTesla Model 3 J-1772  Volts  Amps 6 Kilowatts Successfully charged here on 11/24/23. Busy parking lot. Could see these parking spots getting iced frequently.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,KN,Kia Niro Plug-In Hybrid 2020,"Sep 27, 2023","Sep 27, 2023check_circlecancelaccess_timeinfoKN solarpowerKia Niro Plug-In Hybrid 2020 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,MattyG,BMW i4 M50 2022,"Sep 1, 2023","Sep 1, 2023check_circlecancelaccess_timeinfoMattyG solarpowerBMW i4 M50 2022 J-1772  Volts  Amps  Kilowatts No issues(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"",0 Kilowatts,J-1772,robbydegraff_autopacific,Alfa Romeo Tonale Plug-In Hybrid 2023,"Jul 23, 2023","Jul 23, 2023check_circlecancelaccess_timeinforobbydegraff_autopacific solarpowerAlfa Romeo Tonale Plug-In Hybrid 2023 J-1772  Volts  Amps 0 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"",6 Kilowatts,J-1772,Nolan Pepka,Tesla Model 3,"Jul 12, 2023","Jul 12, 2023check_circlecancelaccess_timeinfoNolan Pepka solarpowerTesla Model 3 J-1772  Volts  Amps 6 Kilowatts Both stations open when I arrived. Nice charger(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"",0 Kilowatts,J-1772,Chris,Chevrolet Bolt EV 2017,"Apr 9, 2023","Apr 9, 2023check_circlecancelaccess_timeinfoChris solarpowerChevrolet Bolt EV 2017 J-1772  Volts  Amps 0 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,Could Not Activate, Kilowatts,J-1772,Ann E,Toyota Prius Prime,"Apr 8, 2023","Apr 8, 2023check_circlecancelaccess_timeinfoAnn E solarpowerToyota Prius PrimeCould Not Activate J-1772  Volts  Amps  Kilowatts not sure how to activate 

swiped phone with app open cannot unlatch charger(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,Ann E,Toyota Prius Prime,"Apr 8, 2023","Apr 8, 2023check_circlecancelaccess_timeinfoAnn E solarpowerToyota Prius Prime J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
